id,topic,variant,question,answer,ref,source,visibility,type,weight,notes,created,modified,verified,status,tags
459,Electrical,P2+,What is the maximum current flow when using the 28 v DC gpu?,700amp,2 - 11,P2+ FLM,Reveal,Knowledge,0.9972855243831874,,29/12/2021,05/06/2025,,ok,electrical
460,Powerplant,P2+,Below which temperature is fuel anti-icing additives required?,Below -30deg,2 - 14,P2+ FLM,Hidden,Knowledge,0.32591471169143915,,29/12/2021,04/06/2025,,ok,fuel
461,Powerplant,P2+,What is the total unusable fuel in the aircraft?,7.6 kg,2 - 14,P2+ FLM,Hidden,Knowledge,0.19028979772701857,,29/12/2021,04/06/2025,,ok,fuel
462,General,P2+,What are the total il quantities for:Each eng tank?Main transmission?Fenestron gearbox?,Eng: 4.5LM Tx: 10 - 12LFenestron: 0.5L,2 - 15,P2+ FLM,Hidden,Knowledge,0.5758079388178885,,29/12/2021,04/06/2025,,ok,
463,Flight Control,P2+,Explain the purpose and features of the collective override stop?,"The coll pitch travel is limited by an override stopIn the event of an emergency, if inc pitch is required, the stop can be exceeded. The required override control force is approx 5.6 lbs (25 newton)",2 - 17,P2+ FLM,Reveal,Knowledge,0.02789355861023068,,29/12/2021,04/06/2025,,ok,
464,Electrical,P2+,"On the ground, when can a CB be reset?",Only after maintenance has determined the cause of the trip and has determined that it's safe to reset.,3 - 2,P2+ FLM,Reveal,,0.5584343774244189,,29/12/2021,04/06/2025,,ok,electrical
465,Electrical,P2+,In flight when can a CB be reset?,"Shall not be reset unless doing so is consistent with specified procedures or, in the judgement of the PIC resetting the CB is necessary for safe completion of the flight.",3 - 3,P2+ FLM,Reveal,Knowledge,0.5019269813783467,,29/12/2021,04/06/2025,,ok,"electrical,fadec"
466,Cat A,P2+/T2+,What is the consequence for a take-off if an engine fails after TDP?,The take-off must be continued,4.2.2.2,OMB,Reveal,Knowledge,0.8379359855316579,,03/01/2022,04/06/2025,,ok,opc
467,Cat A,P2+/T2+,What is the consequence for a take-off if an engine fails prior to TDP?,The take-off must be rejected.,4.2.2.2,OMB,Reveal,Knowledge,0.6378553565591574,,03/01/2022,04/06/2025,,ok,opc
468,Cat A,P2+/T2+,What is the consequence for an approach if an engine fails prior to LDP?,The approach may be continued or elect to go around,4.2.2.2,OMB,Reveal,Knowledge,0.6182467499747872,,03/01/2022,04/06/2025,,ok,opc
469,Cat A,P2+/T2+,What is the consequence for an approach if an engine fails after LDP?,The landing must be continued.,4.2.2.2,OMB,Reveal,Knowledge,0.0990218394435942,,03/01/2022,04/06/2025,,ok,opc
470,Cat A,P2+/T2+,What does the topping button select and where is the button?,It's on the collective - it switches between 30 sec and 2 minute power limitations.,4.2.2.2,OMB,Reveal,Knowledge,0.331570124719292,,03/01/2022,04/06/2025,,ok,"electrical,opc"
471,Cat A,P2+/T2+,What does the topping button default to after an engine failure?,30 seconds,4.2.2.2,OMB,Reveal,Knowledge,0.24299188377335668,,03/01/2022,04/06/2025,,ok,opc
472,Cat A,P2+/T2+,How much headwind component can pilots credit when using CAT A performance charts?,50% or reported headwind,4.2.2.2,OMB,Reveal,Knowledge,0.8720631026662886,,03/01/2022,04/06/2025,,ok,opc
473,Cat A,P2+/T2+,What environmental factors guarantee (or not) that the aircraft can be operated at max gross mass of 2910kg for Clear Heliport profiles?,If at the surface of the heliport the OAT is less than 30 deg and the pressure altitude is less than 3000',4.2.3,OMB,Reveal,Knowledge,0.29951005848124623,,03/01/2022,04/06/2025,,ok,opc
474,Cat A,P2+/T2+,What defines an elevated heliport?,A heliport which is at least 3 metres above the surrounding surface,4.2.4,OMB,Reveal,Knowledge,0.8154229754582046,,03/01/2022,04/06/2025,,ok,opc
475,Cat A,P2+/T2+,What are the dimensions and requirements for a surface level heliport?,Dimensions must be at least 15m x 15mNot aove 3m in heightSurface must be able to generate ground effectObstacle free area 30m in width overlaying the TLOF(touch down and lift off area),4.2.4,OMB,Reveal,Knowledge,0.5028177043423057,3 sets of dimension and a surface,03/01/2022,04/06/2025,,ok,opc
476,Cat A,P2+/T2+,What environmental factors guarantee (or not) that the aircraft can be operated at max gross mass of 2910kg for VTOL 1 or 2 profile?,If at the surface of the heliport the OAT is less than +17 deg and the pressure altitude is zero feet. This reduces to approx 2840kg at 2000' PA for the same temperature,4.2.3,OMB,Reveal,Knowledge,0.4698892747983336,,03/01/2022,04/06/2025,,ok,opc
477,Cat A,P2+/T2+,In still wind conditions what is the vertical and horizontal position of VTOL 1 TDP expressed in feet and metres respectively?,TDP is 120' AHE and approximately 80 metres behind the helipad.,4.2.4,OMB,Reveal,Knowledge,0.9798767729662359,,03/01/2022,04/06/2025,,ok,opc
478,Cat A,P2+/T2+,"Define LDP parameters for a VTOL 1 (height, speed, ROD)?","30kt IAS, 120' AHE and approx 400'/min ROD",4.2.4,OMB,Reveal,Knowledge,0.186778225004673,,03/01/2022,04/06/2025,,ok,opc
479,Cat A,P2+/T2+,What are the dimensions for a heliport suitable for VTOL 3?,75m x 15mObstacle free area of at least 30 m in width overlaying the TLOF to conform to FATO requirements,4.2.8,OMB,Reveal,Knowledge,0.30552100110799074,,03/01/2022,04/06/2025,,ok,opc
480,Cat A,P2+/T2+,Define the vertical and horizontal position of TDP for a VTOL 3 in still wind conditions?,"240' AHE, approx 60m behind the take-off point with an IP at 120' vertically above the take-off point.",4.2.8,OMB,Reveal,Knowledge,0.0894892537035048,,03/01/2022,04/06/2025,,ok,opc
482,Radio Nav,,What frequency band does the localiser operate in?,108 - 111.95 MHz,6.1,BGS Radio Nav Manual,Hidden,Knowledge,0.9488621773198248,,03/02/2022,04/06/2025,,ok,if
483,Radio Nav,,How are localiser frequencies distinguished from VOR?,The localiser uses odd 100kHz frequencies and the odd frequencies plus 50 kHz.eg: 108.1  108.15108.3,6.1,BGS Radio Nav Manual,Hidden,Knowledge,0.49327057227492327,,03/02/2022,04/06/2025,,ok,if
484,Radio Nav,,What frequency band does the glidepath use?,40 spot UHF frequencies from 329.3 - 335 MHz paired with the VHF channels,6.1,BGS Radio Nav Manual,Hidden,Knowledge,0.9159638960845768,,03/02/2022,04/06/2025,,ok,if
485,Radio Nav,,How is the ILS glidepath frequency selected?,It is automatically selected when the paired VHF channel is dialled up/tuned.,6.1,BGS Radio Nav Manual,Reveal,Knowledge,0.02430250588804483,,03/02/2022,04/06/2025,,ok,"electrical,if"
486,Radio Nav,,What frequency do the marker beacons operate on?,All marker beacons operate on 75 MHz,6.1,BGS Radio Nav Manual,Hidden,Knowledge,0.4778738715685904,,03/02/2022,04/06/2025,,ok,if
487,Radio Nav,,Describe the ident radio wave?,It's a 1020 Hz tone AM on the localiser carrier wave,6.1,BGS Radio Nav Manual,Hidden,Knowledge,0.7074771565385163,,03/02/2022,04/06/2025,,ok,if
488,Radio Nav,,"If an ILS frequency IDENT is likely to be confused, then what additional letter is used?",It's preceded by the letter I to emphasise it's an ILS,6.1,BGS Radio Nav Manual,Hidden,Knowledge,0.23640238121151924,,03/02/2022,04/06/2025,,ok,if
489,Radio Nav,,On what categories of ILS can voice be superimposed on the localiser carrier?,On some Category I or II systems,6.1,BGS Radio Nav Manual,Hidden,Knowledge,0.5279148211702704,,03/02/2022,04/06/2025,,ok,if
490,Radio Nav,,What is displayed to indicate unreliable localiser of glideslope signals?,Red flags on the instrument indicate unreliable localiser or glideslope signals.,,BGS Radio Nav Manual,Hidden,Knowledge,0.32318075373768806,,03/02/2022,04/06/2025,,ok,if
491,Radio Nav,,Which display is most sensitive - localiser or glidepath?,The localiser display is less sensitive than the glidepath. Answer: Glidepath,6.2,BGS Radio Nav Manual,Hidden,Knowledge,0.27737776935100555,,03/02/2022,04/06/2025,,ok,if
492,Radio Nav,,Describe the modulation of the localiser beams?,"The localiser consists of 2 overlapping beams, one AM modulated at 90Hz and other AM modulated at 150 Hz",6.3,BGS Radio Nav Manual,Hidden,Knowledge,0.6733668306842446,,03/02/2022,04/06/2025,,ok,if
493,Radio Nav,,What colour convention is used for the localiser beams?,The 90 Hz signal is known as the yellow lobe and the 150 hz is the blue lobe.,,BGS Radio Nav Manual,Hidden,Knowledge,0.6234136787243187,,03/02/2022,04/06/2025,,ok,if
494,Radio Nav,,Where is the localiser transmitter usually located?,"Usually in line with the runway centreline, 300m off the upwind end. The frangible aerial maybe 20 metres wide and 3 metres high.",6.3,BGS Radio Nav Manual,Hidden,Knowledge,0.7855501440353692,,03/02/2022,04/06/2025,,ok,if
495,Radio Nav,,What is the typical size of the localiser transmitter?,The frangible aerial maybe 20 metres wide and 3 metres high and consists of a number of dipole and reflector elements.,6.3,BGS Radio Nav Manual,Hidden,Knowledge,0.6163139827549458,,03/02/2022,04/06/2025,,ok,if
496,Radio Nav,,Out to what range and height are the localiser signals protected?,25 NM to a height of just over 6000',6.3,BGS Radio Nav Manual,Hidden,Knowledge,0.8295277142897248,,03/02/2022,04/06/2025,,ok,if
497,Radio Nav,,"What is the coverage, in degrees, either side of the centreline for a Cat 1 ILS?",10 deg either side at the limits of the protected range and 35 deg either side when within 17 NM of the transmitter.,,BGS Radio Nav Manual,Hidden,Knowledge,0.1694428427144885,,03/02/2022,04/06/2025,,ok,if
498,Radio Nav,,What is the risk of using the localiser outside of the protected range?,Reverse sense indications may occur,6.4,BGS Radio Nav Manual,Hidden,Knowledge,0.3159424955956638,,03/02/2022,04/06/2025,,ok,if
499,Radio Nav,,What is an offset localiser?,If the transmitter cannot be placed on the centreline then it is placed next to the runway  and the bean is adjusted to pass through the runway centreline at Decision Height,6.4,BGS Radio Nav Manual,Hidden,Knowledge,0.910692852921784,,03/02/2022,04/06/2025,,ok,if
500,Radio Nav,,What is the consequence for the procedure if the offset is more than 5 degrees?,It no longer qualifies as a Precision Approach and must be flown to an MDH/MDA,,BGS Radio Nav Manual,Hidden,Knowledge,0.17750400071963668,,03/02/2022,04/06/2025,,ok,if
501,Radio Nav,,Describe the modulation of the glidepath signals?,Two lobes are AM modulated at 90 and 150 Hz respectively The top lobe is 90Hz and gives 'fly down' indications. The bottom lobe is 150 and gives 'fly up' indications. The top lobe is 'yellow' and the bottom is 'blue'.,6.4,BGS Radio Nav Manual,Hidden,Knowledge,0.1097884913906455,,03/02/2022,04/06/2025,,ok,if
502,Radio Nav,,"According to ICAO Annexe 10, what is the notional glidepath?",3 degrees,,BGS Radio Nav Manual,Reveal,Knowledge,0.07775459298864007,,03/02/2022,04/06/2025,,ok,if
503,Radio Nav,,Where is the glidepath aerial positioned?,"Next to the instrument touch down point, about 300m from the threshold and approximately 120 m off the runway centreline.",6.4,BGS Radio Nav Manual,Hidden,Knowledge,0.3140283883549273,,03/02/2022,04/06/2025,,ok,if
504,Radio Nav,,How many degrees displacement is full scale for the localiser?,2.5 degrees,,BGS Radio Nav Manual,Hidden,Knowledge,0.5184877589344977,,03/02/2022,04/06/2025,,ok,if
505,Radio Nav,,How many degrees displacement is full scale for the glidepath?,0.7 degrees,,BGS Radio Nav Manual,Hidden,Knowledge,0.30118282977491617,,03/02/2022,04/06/2025,,ok,if
506,Radio Nav,,"Viewed from the side, what is the base and upper limit of the glidepath angle?",Base: 0.45 x the GP AngleUpper: 1.75 x GP angle,6.5,BGS Radio Nav Manual,Hidden,Knowledge,0.7659933711402118,,03/02/2022,04/06/2025,,ok,if
507,Radio Nav,,"Viewed from above, what is the range and azimuth of the ILS glidepath?",10nm and 8 deg either side of the centreline.,6.5,BGS Radio Nav Manual,Hidden,Knowledge,0.39772348385304207,,03/02/2022,04/06/2025,,ok,if
508,Radio Nav,,Above what (published) glide angle is the approach considered to be a steep approach?,3.5 degrees and the coverage only extends to 8 NM,6.5,BGS Radio Nav Manual,Hidden,Knowledge,0.24910444533452392,,03/02/2022,04/06/2025,,ok,if
509,Radio Nav,,What causes false glideslopes?,Transmission side lobes.,6.5,BGS Radio Nav Manual,Hidden,Knowledge,0.5881032194010913,,03/02/2022,04/06/2025,,ok,if
510,Radio Nav,,What safeguards against a false glideslope?,You will never encounter a false glideslope if you approach the glidepath from below.,6.5,BGS Radio Nav Manual,Hidden,Knowledge,0.24131710873916745,,03/02/2022,04/06/2025,,ok,if
511,Radio Nav,,At what angle is the first false glidepath likely to be encountered?,Around 6 degrees,,BGS Radio Nav Manual,Reveal,Knowledge,0.0115824150852859,,03/02/2022,04/06/2025,,ok,if
512,Radio Nav,,How is the procedure designed to avoid false glideslopes?,A standard ILS procedure begins with level flight somewhere between 1500' and 2500'at some range from the aerodrome and the aircraft is steered to become established on the localiser.,6.5,BGS Radio Nav Manual,Hidden,Knowledge,0.2320775743573904,,03/02/2022,04/06/2025,,ok,if
513,Radio Nav,,What is the purpose of the marker beacons?,It's an ICAO requirement (Doc 8168) that the final approach area contains a fix or facility that allows the pilot to cross-check height against range. The marker beacons provide for this requirement.,6.6,BGS Radio Nav Manual,Hidden,Knowledge,0.9961081128567456,,03/02/2022,04/06/2025,,ok,if
514,Radio Nav,,At what ranges are the marker beacons?,ApproxInner Marker: thresholdMiddle marker: 0.6 NMOuter Marker: 4 NM,6.6,BGS Radio Nav Manual,Hidden,Knowledge,0.8751810262911021,,03/02/2022,04/06/2025,,ok,if
515,Radio Nav,,Markers might also be known as?,Z Markers,6.6,BGS Radio Nav Manual,Hidden,Knowledge,0.3286121576093137,,03/02/2022,04/06/2025,,ok,if
516,Radio Nav,,What are the respective colours and audio pitch of the respective markers?,"Outer: Blue, 400 Hz, ""---""Middle: Amber, 1300 Hz, ""-.-""Inner: White, 3000 Hz, "".."" (morse)",6.6,BGS Radio Nav Manual,Hidden,Knowledge,0.29292545700445766,,03/02/2022,04/06/2025,,ok,if
517,Radio Nav,,How is the DME usually selected?,It's usually paired with the ILS and therefore automatically selected when the ILS is tuned.,6.6,BGS Radio Nav Manual,Hidden,Knowledge,0.7186376601457596,,03/02/2022,04/06/2025,,ok,"electrical,if"
518,Radio Nav,,What is the purpose of the 'high' setting on the marker indication panel?,When airways markers are used the 'High' setting is used for 'High Altitude'.,6.6,BGS Radio Nav Manual,Hidden,Knowledge,0.5904152900911868,,03/02/2022,04/06/2025,,ok,if
519,Radio Nav,,What limits of deflection should the pilot maintain (remain within) when established?,The pilot has to stay within half-scale deflection of the required track.,6.7,BGS Radio Nav Manual,Reveal,Knowledge,0.08251220826059578,,03/02/2022,04/06/2025,,ok,if
520,Radio Nav,,What should the pilot do if the aircraft deviates outside half-scale?,An immediate missed approach should be carried out.,6.7,BGS Radio Nav Manual,Hidden,Knowledge,0.17677925154566765,,03/02/2022,04/06/2025,,ok,if
521,Radio Nav,,Where in the world are back-course procedures permitted and not permitted?,They are relatively common in the US and Canada. They are not approved in Europe.,6.7,BGS Radio Nav Manual,Hidden,Knowledge,0.11429468961432576,,03/02/2022,04/06/2025,,ok,if
522,Radio Nav,,What indications do back course procedures show?,"When tracking away, they indicate in the correct sense. When tracking towards a back course, they operate in the opposite sense.",6.7,BGS Radio Nav Manual,Hidden,Knowledge,0.34574591740965843,,03/02/2022,04/06/2025,,ok,if
523,Radio Nav,,"For a back-course procedure (where permitted), how could the correct sense be displayed on the ILS scales?","Rotate the HSI 180 deg (QDM), if possible with the type of equipment.",6.7,BGS Radio Nav Manual,Hidden,Knowledge,0.44111740589141846,,03/02/2022,04/06/2025,,ok,if
524,Radio Nav,,"List the respective ILS categories, DH and RVR?","I  200, RVR 550mII 100, RVR 300mIIIA 0, RVR 200mIIIB 0, RVR 75mIIIC 0, RVR 0mCat IIIC has never been in commercial use",6.8,BGS Radio Nav Manual,Hidden,Knowledge,0.5089071812108159,,03/02/2022,04/06/2025,,ok,if
525,Radio Nav,,What is the difference between the ILS 'critical' and 'sensitive' areas on an airfield?,"Vehicles and aircraft are excluded from the critical area when it's in useIn the sensitive area, vehicles and aircraft are controlled.",6.9,BGS Radio Nav Manual,Hidden,Knowledge,0.9941486390307545,,03/02/2022,04/06/2025,,ok,if
526,Radio Nav,,What effect can disturbance of the critical area cause?,It may cause scalloping - rapid indicator changes from side-to-side of the intended approach path which cannot be followed by the aircraft.,6.9,BGS Radio Nav Manual,Hidden,Knowledge,0.3854984394274652,,03/02/2022,04/06/2025,,ok,if
527,Radio Nav,,Name 5 things that can disturb ILS signals?,Transmitter faultsAntenna damageInterfering signals - eg VHF FM Radio Environmental disturbancesMulti-effect paths,6.9,BGS Radio Nav Manual,Hidden,Knowledge,0.36027755029499525,,03/02/2022,04/06/2025,,ok,if
528,Radio Nav,,What happens to the ident if the signal strength is reduced?,The ident signal is removed with 6 seconds for a Cat I system and 2 seconds for a Cat II or III system,6.9,BGS Radio Nav Manual,Hidden,Knowledge,0.8384663839824498,,03/02/2022,04/06/2025,,ok,if
529,Radio Nav,,How are the localiser and glidepath signals monitored?,Via integral monitors in the antennae and both near and far field RF monitors.,6.9,BGS Radio Nav Manual,Hidden,Knowledge,0.9620779296383261,,03/02/2022,04/06/2025,,ok,if
530,Radio Nav,,How do the warning flags of the ILS receiver equipment operate?,"When the receiving signal is lost or weakens, electromagnets (which are normally held out of view by the current of the modulating signal), are released into view on the instrument.",6.9,BGS Radio Nav Manual,Hidden,Knowledge,0.6107115638442338,,03/02/2022,04/06/2025,,ok,if
531,Radio Nav,,Why might FM radio stations be an issue for ILS receivers?,Because they can operate at signals close to the ILS at 108 MHz.,6.9,BGS Radio Nav Manual,Hidden,Knowledge,0.8553540962748228,,03/02/2022,04/06/2025,,ok,if
532,Radio Nav,,What is ILS receiving equipment fitted with to prevent FM radio interference?,FM immune filters,6.10,BGS Radio Nav Manual,Hidden,Knowledge,0.71738469786942,,03/02/2022,04/06/2025,,ok,if
533,Radio Nav,,"In terms of systems and tech, in older aircraft, what might 'VFR only' imply on a placard on the VHF NAV receiver?",It means the onboard ILS equipment is not fitted with FM immune filters.,,BGS Radio Nav Manual,Hidden,Knowledge,0.6570394905284047,,03/02/2022,04/06/2025,,ok,if
534,Radio Nav,,"On an ILS approach plate, what does the letter 'D' mean in front of the published ILS frequency?",It means the ILS has a built-in DME facility.,,Captain Joe YouTube,Hidden,Knowledge,0.9436447606422008,,03/02/2022,04/06/2025,,ok,if
535,Radio Nav,,What ICAO annexe do all ILS procedures and equipment to comply with?,Annexe 10,,,Reveal,Knowledge,0.07573585491627453,,03/02/2022,04/06/2025,,ok,if
536,GNSS,,What document stipulates a requirement for integrity monitoring?,ICAO Annexe 10,13.1,BGS Radio Nav Manual,Hidden,Knowledge,0.09960161335766315,,05/02/2022,04/06/2025,,ok,if
537,GNSS,,What were the names of the systems that used to improve the accuracy of GPS?,Differential GPS- it aimed to improve accuracy down to 1 metre,13.1,BGS Radio Nav Manual,Hidden,Knowledge,0.38481271034106607,,05/02/2022,04/06/2025,,ok,if
538,GNSS,,There are systems in place that aim to monitor and improve GPS. What 3 categories do these fall into?,Airborne Based Augmentation Systems (ABAS)Ground based augmentation (GBAS)Satellite Based Augmentation Systems (SBAS)GBAS and SBAS can provide increase in accuracy - differential GPS,13.1,BGS Radio Nav Manual,Hidden,Knowledge,0.2098778113722801,,05/02/2022,04/06/2025,,ok,if
539,GNSS,,What 2 types of ABAS are there?,RAIM - receiver autonomous integrity monitoringAAIM - aircraft autonomous integrity monitoring,13.1,BGS Radio Nav Manual,Hidden,Knowledge,0.9483803058974446,,05/02/2022,04/06/2025,,ok,if
540,GNSS,,What is the basic principle of RAIM?,"Basic RAIM uses 1 extra satellite over and above the 4 required to give a 3D fix. At a repeating time interval, data from 1 of the 4 satellites is replaced with the spare. If a discrepancy is apparent then an error must be apparent in either the replaced satellite or the spare.By continuously sampling satellites a faulty satellite can be identified and removed from the calculation",13.1,BGS Radio Nav Manual,Reveal,Knowledge,0.08447047881782054,,05/02/2022,04/06/2025,,ok,if
541,GNSS,,RAIM with Fault Detection requires how many satellites for a 2D and a 3D fix respectively?,4 and 5,13.1,BGS Radio Nav Manual,Hidden,Knowledge,0.5407676179893315,,05/02/2022,04/06/2025,,ok,if
542,GNSS,,RAIM with Fault Detection and Exclusion requires how many satellites for a 2D and a 3D fix respectively?,5 and 6RAIM may be described as using redundant range measurements to support FD and FDE operation. FDE can provide an ongoing RAIM function,13.1,BGS Radio Nav Manual,Hidden,Knowledge,0.7765877754427492,,05/02/2022,04/06/2025,,ok,if
543,GNSS,,Give a basic description of AAIM?,"This combines satellite technology with more conventional navigation systems and possibly barometric altitude and time. It can be combined with IRS, INS and/or radio fixing.",13.2,BGS Radio Nav Manual,Hidden,Knowledge,0.6327561717480421,,05/02/2022,04/06/2025,,ok,if
544,GNSS,,Describe how INS and GPS are good combinations?,INS is not as instantaneously accurate but it is very reliable and not reliant on outside systems. Satellite is very accurate but when it fails it is lost completely.,13.2,BGS Radio Nav Manual,Hidden,Knowledge,0.6981027368456125,,05/02/2022,04/06/2025,,ok,if
545,GNSS,,"In terms of AAIM, what does a modern FMS do with the various navigational inputs?",It uses all available data to form a 'view' of where the aircraft is. The inputs from other systems can identify when the GPS is in error.,13.2,BGS Radio Nav Manual,Hidden,Knowledge,0.7734898445196451,,05/02/2022,04/06/2025,,ok,if
546,GNSS,,Name both types of ABAS and do they provide improved GPS accuracy? or GPS monitoring?,RAIM and AAIMThey provide monitoring,13.2,BGS Radio Nav Manual,Hidden,Knowledge,0.614107936155051,,05/02/2022,04/06/2025,,ok,if
547,GNSS,,Explain the basic principle of GBAS?,A ground station measures the signal errors transmitted by satellites and relays measured errors to users to enable raw GPS data to be corrected to a high degree of accuracy.,13.2,BGS Radio Nav Manual,Hidden,Knowledge,0.836472132243216,,05/02/2022,04/06/2025,,ok,if
548,GNSS,,What GPS errors can a GBAS system correct for?,"Satellite clocks, ephemeris, ionospheric propagation.",13.2,BGS Radio Nav Manual,Hidden,Knowledge,0.6006799037568271,,05/02/2022,04/06/2025,,ok,if
549,GNSS,,How is the GPS correction from a GBAS delivered to the user?,"The GPS position correction, precision approach path details and integrity information are delivered to the user over a VHF data link operating in the VOR range from 108 to 118 MHz.",13.2,BGS Radio Nav Manual,Hidden,Knowledge,0.7440915545448661,,05/02/2022,04/06/2025,,ok,if
550,GNSS,,What is the range of a GBAS system?,The VHF data broadcast might be referred to by the acronym VDB and is limited to a range of about 20 miles.,13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.7424447298981249,,05/02/2022,04/06/2025,,ok,if
551,GNSS,,What 2 services does a GBAS Ground station provide?,1) Information for guidance in the terminal area2) Information for 3 dimensional guidance in the final approach segment.,13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.7981025124900043,,06/02/2022,04/06/2025,,ok,if
552,GNSS,,What is a GRAS?,A ground regional augmentation systemICAO standards provide the possibility to form a network broadcasting large scale differential corrections.,13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.6407152800820768,,06/02/2022,04/06/2025,,ok,if
553,GNSS,,What was the old name for GBAS used in the US?,LAAS - Local Area Augmentation System,13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.43191645899787545,,06/02/2022,04/06/2025,,ok,if
554,GNSS,,What term is the GBAS precision approach service normally referred to?,A GLS approach - meaning GBAS Landing System,13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.9535508523695171,,06/02/2022,04/06/2025,,ok,if
555,GNSS,,Describe the GLS approach interpretation from the pilots point of view?,A GLS approach provides guidance in 3 dimensions for final approach segments down to as low as 200'. It is designed to be interpreted in the same way as an ILS requiring no further training.,13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.02221036981791257,,06/02/2022,04/06/2025,,ok,if
556,GNSS,,What's the difference between a GLS and an ILS approach in terms of receiving the signals?,The VDB frequency for a GLS is selected by a 5 digit channel number instead of a frequency.,13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.13838895224034786,,06/02/2022,04/06/2025,,ok,if
557,GNSS,,What are the dimensions/range of the GBAS GLS approach?,"15 NM from threshold, 35 degrees either side of final approach path. There is a further extension out to 20NM and 10 degrees either side.",13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.7538205306045711,,06/02/2022,04/06/2025,,ok,if
558,GNSS,,What are the 4 types of Satellite Based Augmentation system (SBAS)?,Wide Area Augmentation System (WAAS) - developed in the USMulti-functional Satellite Augmentation System (MSAS) from JapanThe GPS-Aided Augmentation Navigation (GAGAN)system in IndiaThe European Navigation Overlay System (EGNOS) in Western Europe and Mediterranean.,13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.16505299741402268,,06/02/2022,04/06/2025,,ok,if
559,GNSS,,Describe the system architecture for an SBAS system - eg segment types?,"The SBAS systems use the same arrangements as GPS - Ground, Space and User segments consisting of airborne SBAS receivers",13.3,BGS Radio Nav Manual,Hidden,Knowledge,0.3222504537552595,,06/02/2022,04/06/2025,,ok,if
560,GNSS,,Name the 4 (significant) GNSS systems currently operating?,Navstar GPS (U.S)GLONASS (CIS - formerly Soviet Union)Galileo - operated by ESABeidou - Chinese.,12.1,BGS Radio Nav Manual,Hidden,,0.4956781244836748,,07/02/2022,04/06/2025,,ok,if
561,GNSS,,Describe the 3 basic elements of a GNSS?,"Space segment - constellation of satellitesGround segment - eg, control station, antennae, monitor stations User segment - appropriate receivers",12.1,BGS Radio Nav Manual,Hidden,,0.4166173790581525,,07/02/2022,04/06/2025,,ok,if
562,GNSS,,How many satellites in a (notional) constellation of satellites?,24,12.1,BGS Radio Nav Manual,Hidden,,0.29934566002339125,,07/02/2022,04/06/2025,,ok,if
563,GNSS,,How many orbital planes of satellites are there in Navstar?,6,12.1,BGS Radio Nav Manual,Hidden,,0.12860052241012454,,07/02/2022,04/06/2025,,ok,if
564,GNSS,,Describe the orbital planes relative to the equator?,6 orbital planes each at 55 degrees to the equator,12.1,BGS Radio Nav Manual,Hidden,,0.9252396873198449,,07/02/2022,04/06/2025,,ok,if
565,GNSS,,What is the height of the orbiting satellites in Navstar?,"10,900 NM or 20,200 Km",12.1,BGS Radio Nav Manual,Hidden,,0.9348956975154578,,07/02/2022,04/06/2025,,ok,if
566,GNSS,,What is the rotational period of the satellites in Navstar?,One orbit every 12 hours,12.1,BGS Radio Nav Manual,Hidden,,0.47747556865215296,,07/02/2022,04/06/2025,,ok,if
567,GNSS,,How many satellites will be in line of site at any one time?,5 to 8 satellites will be in line of site at any one time.,12.1,BGS Radio Nav Manual,Hidden,,0.5872029513120651,,07/02/2022,04/06/2025,,ok,if
568,GNSS,,What latitudes north and south do satellite ground tracks go up to?,55 deg north/south.,12.1,BGS Radio Nav Manual,Hidden,,0.3176766359247267,,07/02/2022,04/06/2025,,ok,if
569,GNSS,,Navstar GPS has more satellites than a 'notional' constellation - how many does it have?,Currently has 31,12.2,BGS Radio Nav Manual,Hidden,,0.09220242127776145,,07/02/2022,04/06/2025,,ok,if
570,GNSS,,"Using the United States convention for radion bands, what frequency band do the Satellites transmit in?",L band,12.2,BGS Radio Nav Manual,Hidden,,0.46759841497987514,,07/02/2022,04/06/2025,,ok,if
571,GNSS,,What are the 2 exact frequencies that the GPS satellites transmit on?,1575.42 MHz L11227.6 MHz L2,12.2,BGS Radio Nav Manual,Hidden,,0.38177937036380166,,07/02/2022,04/06/2025,,ok,if
572,GNSS,,Control of the satellite is maintained by an uplink in what band?,'S' band,12.2,BGS Radio Nav Manual,Hidden,,0.9712006272748112,,07/02/2022,04/06/2025,,ok,if
573,GNSS,,The original GPS service provides 2 services - one for military and one for civilian. What is each service referred to as?,Military: Precise Positioning Service (PPS) which uses both the L1 and L2 signal and transmits a P (precise code) or PY codeCivilian: Standard Positioning Service (SPS) which uses only L1 signal and known as the course acquisition (C/A),12.2,BGS Radio Nav Manual,Hidden,,0.9198007020168006,,07/02/2022,04/06/2025,,ok,if
575,GNSS,,What is used to control the timing of each satellites transmissions?,4 on board atomic clocks,12.2,BGS Radio Nav Manual,Hidden,,0.9738450376316904,,07/02/2022,04/06/2025,,ok,if
